"LAF","ST","AST","REV-ST","REV-AST","TMP","start_time","depth_m","datetime","label","leg"
43.569,2943.61,2717.09,3210.05,2942.02,10.325,"2026-05-02T11:59:36.502Z",43.569,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
43.823,2943.2,2716.83,3211.04,2943,10.33,"2026-05-02T11:59:36.502Z",43.823,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
44.077,2943.7,2716.91,3211.39,2943.25,10.316,"2026-05-02T11:59:36.502Z",44.077,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
44.332,2943.75,2716.74,3211.74,2943.53,10.309,"2026-05-02T11:59:36.502Z",44.332,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
44.586,2942.76,2716,3212.24,2944.02,10.315,"2026-05-02T11:59:36.502Z",44.586,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
44.84,2942.57,2715.99,3212.24,2944.24,10.327,"2026-05-02T11:59:36.502Z",44.84,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
45.094,2943,2716.58,3212.33,2944.63,10.341,"2026-05-02T11:59:36.502Z",45.094,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
45.348,2942.07,2715.81,3213.41,2945.68,10.345,"2026-05-02T11:59:36.502Z",45.348,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
45.603,2940.6,2714.64,3214.38,2946.38,10.346,"2026-05-02T11:59:36.502Z",45.603,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
45.857,2940.55,2714.62,3214.11,2946.01,10.343,"2026-05-02T11:59:36.502Z",45.857,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
46.111,2940.28,2714.18,3213.73,2945.62,10.336,"2026-05-02T11:59:36.502Z",46.111,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
46.365,2938.42,2712.36,3214.1,2945.93,10.332,"2026-05-02T11:59:36.502Z",46.365,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
46.619,2936.88,2710.89,3214.03,2945.88,10.331,"2026-05-02T11:59:36.502Z",46.619,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
46.874,2937.14,2710.87,3213.21,2945.24,10.326,"2026-05-02T11:59:36.502Z",46.874,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
47.128,2937.21,2711.04,3213.04,2945.27,10.335,"2026-05-02T11:59:36.502Z",47.128,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
47.382,2936.49,2710.5,3213.78,2946.08,10.342,"2026-05-02T11:59:36.502Z",47.382,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
47.636,2936.46,2710.15,3214.33,2946.55,10.331,"2026-05-02T11:59:36.502Z",47.636,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
47.89,2937.06,2710.65,3214.64,2946.8,10.329,"2026-05-02T11:59:36.502Z",47.89,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
48.145,2936.69,2710.56,3215.58,2947.61,10.335,"2026-05-02T11:59:36.502Z",48.145,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
48.399,2935.13,2709.2,3216.62,2948.52,10.336,"2026-05-02T11:59:36.502Z",48.399,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
48.653,2934.46,2708.52,3216.46,2948.56,10.34,"2026-05-02T11:59:36.502Z",48.653,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
48.907,2934.98,2708.92,3215.83,2948.22,10.344,"2026-05-02T11:59:36.502Z",48.907,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
49.161,2934.26,2708.46,3216.23,2948.54,10.349,"2026-05-02T11:59:36.502Z",49.161,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
49.416,2932.93,2707.29,3216.95,2949.02,10.346,"2026-05-02T11:59:36.502Z",49.416,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
49.67,2933.09,2707.1,3216.8,2948.86,10.335,"2026-05-02T11:59:36.502Z",49.67,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
49.924,2933.98,2707.59,3216.61,2948.74,10.326,"2026-05-02T11:59:36.502Z",49.924,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
50.178,2934.11,2707.71,3217.32,2949.51,10.329,"2026-05-02T11:59:36.502Z",50.178,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
50.432,2933.65,2707.46,3217.84,2950.28,10.343,"2026-05-02T11:59:36.502Z",50.432,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
50.687,2934.14,2707.87,3217.59,2950.38,10.351,"2026-05-02T11:59:36.502Z",50.687,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
50.941,2934.57,2708.02,3217.87,2950.82,10.348,"2026-05-02T11:59:36.502Z",50.941,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
51.195,2933.2,2706.87,3218.73,2951.65,10.353,"2026-05-02T11:59:36.502Z",51.195,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
51.449,2931.79,2705.84,3218.64,2951.57,10.362,"2026-05-02T11:59:36.502Z",51.449,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
51.703,2932.13,2706.14,3217.92,2950.83,10.359,"2026-05-02T11:59:36.502Z",51.703,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
51.958,2932.96,2706.67,3218.43,2951.13,10.347,"2026-05-02T11:59:36.502Z",51.958,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
52.212,2932.19,2705.94,3219.9,2952.36,10.343,"2026-05-02T11:59:36.502Z",52.212,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
52.466,2931.28,2704.9,3220.37,2952.76,10.336,"2026-05-02T11:59:36.502Z",52.466,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
52.72,2931.63,2705.03,3219.85,2952.4,10.333,"2026-05-02T11:59:36.502Z",52.72,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
52.974,2931.39,2705.01,3220.01,2952.88,10.349,"2026-05-02T11:59:36.502Z",52.974,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
53.229,2929.86,2703.9,3220.72,2953.69,10.363,"2026-05-02T11:59:36.502Z",53.229,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
53.483,2929.28,2703.33,3220.6,2953.68,10.364,"2026-05-02T11:59:36.502Z",53.483,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
53.737,2929.81,2703.53,3220.11,2953.41,10.361,"2026-05-02T11:59:36.502Z",53.737,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
53.991,2929.04,2702.84,3220.66,2953.88,10.36,"2026-05-02T11:59:36.502Z",53.991,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
54.245,2927.62,2701.81,3221.43,2954.38,10.363,"2026-05-02T11:59:36.502Z",54.245,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
54.5,2928.06,2702.06,3221.27,2954.32,10.361,"2026-05-02T11:59:36.502Z",54.5,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
54.754,2929.07,2702.84,3221.44,2954.65,10.361,"2026-05-02T11:59:36.502Z",54.754,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
55.008,2928.23,2702,3222.96,2955.87,10.354,"2026-05-02T11:59:36.502Z",55.008,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
55.262,2926.6,2700.37,3224,2956.65,10.345,"2026-05-02T11:59:36.502Z",55.262,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
55.516,2926.33,2699.96,3223.44,2956.35,10.346,"2026-05-02T11:59:36.502Z",55.516,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
55.771,2926.54,2700.2,3223.03,2956.26,10.356,"2026-05-02T11:59:36.502Z",55.771,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
56.025,2925.77,2699.64,3223.68,2956.83,10.36,"2026-05-02T11:59:36.502Z",56.025,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
56.279,2925.27,2699.14,3224.1,2957.03,10.353,"2026-05-02T11:59:36.502Z",56.279,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
56.533,2925.72,2699.32,3223.83,2956.72,10.345,"2026-05-02T11:59:36.502Z",56.533,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
56.787,2925.4,2699.06,3224.03,2956.92,10.346,"2026-05-02T11:59:36.502Z",56.787,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
57.042,2923.99,2698.08,3224.58,2957.51,10.358,"2026-05-02T11:59:36.502Z",57.042,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
57.296,2923.51,2697.6,3224.56,2957.67,10.362,"2026-05-02T11:59:36.502Z",57.296,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
57.55,2924.22,2697.89,3224.45,2957.67,10.354,"2026-05-02T11:59:36.502Z",57.55,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
57.804,2924.04,2697.64,3225.19,2958.21,10.347,"2026-05-02T11:59:36.502Z",57.804,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
58.058,2922.75,2696.61,3226.08,2958.85,10.347,"2026-05-02T11:59:36.502Z",58.058,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
58.313,2922.3,2696.15,3225.68,2958.7,10.352,"2026-05-02T11:59:36.502Z",58.313,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
58.567,2922.56,2696.34,3224.85,2958.29,10.36,"2026-05-02T11:59:36.502Z",58.567,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
58.821,2921.99,2696.03,3225.1,2958.75,10.373,"2026-05-02T11:59:36.502Z",58.821,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
59.075,2921.8,2695.7,3225.62,2959.29,10.37,"2026-05-02T11:59:36.502Z",59.075,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
59.329,2923.34,2696.66,3225.6,2959.34,10.358,"2026-05-02T11:59:36.502Z",59.329,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
59.584,2924.6,2697.77,3226.33,2960.19,10.361,"2026-05-02T11:59:36.502Z",59.584,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
59.838,2924.05,2697.45,3228.06,2961.87,10.37,"2026-05-02T11:59:36.502Z",59.838,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
60.092,2923.61,2697,3229.09,2962.79,10.368,"2026-05-02T11:59:36.502Z",60.092,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
60.346,2924.64,2697.76,3229.24,2962.95,10.362,"2026-05-02T11:59:36.502Z",60.346,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
60.6,2925.15,2698.31,3230.06,2963.73,10.366,"2026-05-02T11:59:36.502Z",60.6,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
60.855,2923.85,2697.46,3231.63,2965.08,10.374,"2026-05-02T11:59:36.502Z",60.855,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
61.109,2922.83,2696.63,3232.39,2965.72,10.376,"2026-05-02T11:59:36.502Z",61.109,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
61.363,2923.07,2696.69,3232.54,2965.77,10.368,"2026-05-02T11:59:36.502Z",61.363,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
61.617,2923.02,2696.58,3233.57,2966.56,10.362,"2026-05-02T11:59:36.502Z",61.617,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
61.871,2921.98,2695.85,3234.9,2967.63,10.365,"2026-05-02T11:59:36.502Z",61.871,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
62.126,2921.39,2695.22,3234.94,2967.74,10.364,"2026-05-02T11:59:36.502Z",62.126,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
62.38,2921.08,2694.75,3234.43,2967.51,10.365,"2026-05-02T11:59:36.502Z",62.38,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
62.634,2919.9,2693.67,3234.59,2967.89,10.372,"2026-05-02T11:59:36.502Z",62.634,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
62.888,2918.6,2692.4,3234.63,2968.03,10.373,"2026-05-02T11:59:36.502Z",62.888,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
63.142,2918.67,2692.25,3234.02,2967.6,10.37,"2026-05-02T11:59:36.502Z",63.142,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
63.397,2919.41,2692.72,3233.97,2967.66,10.366,"2026-05-02T11:59:36.502Z",63.397,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
63.651,2919.08,2692.47,3234.76,2968.34,10.367,"2026-05-02T11:59:36.502Z",63.651,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
63.905,2918.55,2692.07,3235.13,2968.75,10.371,"2026-05-02T11:59:36.502Z",63.905,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
64.159,2918.81,2692.42,3235.17,2968.91,10.378,"2026-05-02T11:59:36.502Z",64.159,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
64.413,2918.56,2692.34,3235.98,2969.62,10.382,"2026-05-02T11:59:36.502Z",64.413,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
64.668,2917.25,2691,3237.05,2970.55,10.376,"2026-05-02T11:59:36.502Z",64.668,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
64.922,2916.64,2690.2,3236.9,2970.56,10.373,"2026-05-02T11:59:36.502Z",64.922,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
65.176,2917.36,2690.73,3236.09,2970.05,10.376,"2026-05-02T11:59:36.502Z",65.176,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
65.43,2917.67,2691.02,3236.36,2970.52,10.382,"2026-05-02T11:59:36.502Z",65.43,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
65.684,2916.73,2689.97,3237.5,2971.65,10.378,"2026-05-02T11:59:36.502Z",65.684,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
65.939,2916.07,2689.16,3237.84,2971.87,10.37,"2026-05-02T11:59:36.502Z",65.939,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
66.193,2916.47,2689.58,3237.52,2971.48,10.369,"2026-05-02T11:59:36.502Z",66.193,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
66.447,2916.33,2689.43,3237.9,2971.8,10.367,"2026-05-02T11:59:36.502Z",66.447,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
66.701,2914.78,2688.18,3238.63,2972.44,10.372,"2026-05-02T11:59:36.502Z",66.701,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
66.955,2913.57,2687.28,3238.37,2972.31,10.382,"2026-05-02T11:59:36.502Z",66.955,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
67.21,2913.4,2687.01,3237.76,2972.02,10.386,"2026-05-02T11:59:36.502Z",67.21,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
67.464,2912.89,2686.39,3238.23,2972.48,10.382,"2026-05-02T11:59:36.502Z",67.464,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
67.718,2912.25,2685.76,3239.34,2973.27,10.374,"2026-05-02T11:59:36.502Z",67.718,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
67.972,2912.36,2686.05,3239.91,2973.58,10.374,"2026-05-02T11:59:36.502Z",67.972,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
68.226,2912.33,2686.03,3240.12,2973.71,10.372,"2026-05-02T11:59:36.502Z",68.226,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
68.481,2911.45,2685.14,3240.49,2974.16,10.373,"2026-05-02T11:59:36.502Z",68.481,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
68.735,2910.88,2684.52,3240.4,2974.32,10.377,"2026-05-02T11:59:36.502Z",68.735,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
68.989,2911.22,2684.56,3239.84,2974.06,10.376,"2026-05-02T11:59:36.502Z",68.989,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
69.243,2911.22,2684.49,3240.14,2974.28,10.372,"2026-05-02T11:59:36.502Z",69.243,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
69.497,2909.67,2683.52,3241.21,2975.09,10.381,"2026-05-02T11:59:36.502Z",69.497,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
69.752,2908.16,2682.16,3241.41,2975.4,10.386,"2026-05-02T11:59:36.502Z",69.752,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
70.006,2907.79,2681.71,3240.91,2975.17,10.389,"2026-05-02T11:59:36.502Z",70.006,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
70.26,2907.6,2681.18,3241,2975.26,10.378,"2026-05-02T11:59:36.502Z",70.26,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
70.514,2906.87,2680.21,3241.33,2975.44,10.366,"2026-05-02T11:59:36.502Z",70.514,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
70.768,2906.81,2680.17,3241.23,2975.24,10.363,"2026-05-02T11:59:36.502Z",70.768,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
71.023,2907.43,2680.62,3241.55,2975.7,10.364,"2026-05-02T11:59:36.502Z",71.023,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
71.277,2907,2680.51,3242.94,2977.35,10.383,"2026-05-02T11:59:36.502Z",71.277,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
71.531,2905.81,2679.83,3244.11,2978.64,10.402,"2026-05-02T11:59:36.502Z",71.531,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
71.785,2905.67,2679.66,3244.37,2978.79,10.399,"2026-05-02T11:59:36.502Z",71.785,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
72.039,2906.15,2679.81,3244.97,2979.08,10.382,"2026-05-02T11:59:36.502Z",72.039,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
72.294,2905.44,2678.95,3246.24,2980.01,10.369,"2026-05-02T11:59:36.502Z",72.294,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
72.548,2904.18,2677.87,3246.57,2980.31,10.372,"2026-05-02T11:59:36.502Z",72.548,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
72.802,2903.96,2677.58,3245.4,2979.44,10.375,"2026-05-02T11:59:36.502Z",72.802,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
73.056,2904.09,2677.71,3244.21,2978.61,10.382,"2026-05-02T11:59:36.502Z",73.056,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
73.31,2903.98,2677.64,3244.17,2978.65,10.386,"2026-05-02T11:59:36.502Z",73.31,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
73.565,2904.38,2677.99,3244.63,2979.03,10.383,"2026-05-02T11:59:36.502Z",73.565,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
73.819,2905.21,2678.73,3245.12,2979.47,10.383,"2026-05-02T11:59:36.502Z",73.819,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
74.073,2904.46,2678.18,3246.14,2980.57,10.392,"2026-05-02T11:59:36.502Z",74.073,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
74.327,2902.87,2676.45,3246.99,2981.57,10.389,"2026-05-02T11:59:36.502Z",74.327,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
74.581,2902.79,2676.05,3246.6,2981.31,10.382,"2026-05-02T11:59:36.502Z",74.581,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
74.836,2903.26,2676.57,3246.15,2980.98,10.387,"2026-05-02T11:59:36.502Z",74.836,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
75.09,2901.45,2675.19,3246.84,2981.49,10.393,"2026-05-02T11:59:36.502Z",75.09,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
75.344,2898.99,2672.91,3246.99,2981.38,10.385,"2026-05-02T11:59:36.502Z",75.344,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
75.598,2899.43,2673.05,3245.36,2980.03,10.381,"2026-05-02T11:59:36.502Z",75.598,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
75.852,2900.78,2674.33,3244.49,2979.58,10.392,"2026-05-02T11:59:36.502Z",75.852,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
76.107,2899.92,2673.81,3246.06,2981.14,10.404,"2026-05-02T11:59:36.502Z",76.107,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
76.361,2898.59,2672.53,3247.57,2982.54,10.403,"2026-05-02T11:59:36.502Z",76.361,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
76.615,2899.33,2672.6,3247.35,2982.48,10.388,"2026-05-02T11:59:36.502Z",76.615,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
76.869,2900.14,2673.24,3247.64,2982.78,10.385,"2026-05-02T11:59:36.502Z",76.869,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
77.123,2898.95,2672.67,3249.25,2984.04,10.395,"2026-05-02T11:59:36.502Z",77.123,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
77.378,2897.88,2671.79,3249.85,2984.5,10.396,"2026-05-02T11:59:36.502Z",77.378,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
77.632,2898.6,2672.11,3249,2984.04,10.394,"2026-05-02T11:59:36.502Z",77.632,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
77.886,2898.35,2672.01,3249.22,2984.5,10.406,"2026-05-02T11:59:36.502Z",77.886,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
78.14,2896.19,2670.3,3250.73,2985.75,10.411,"2026-05-02T11:59:36.502Z",78.14,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
78.394,2895.3,2669.35,3251.2,2986.04,10.403,"2026-05-02T11:59:36.502Z",78.394,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
78.649,2896.56,2670.22,3250.72,2985.64,10.395,"2026-05-02T11:59:36.502Z",78.649,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
78.903,2897.07,2670.53,3251.28,2986.11,10.389,"2026-05-02T11:59:36.502Z",78.903,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
79.157,2895.83,2669.37,3252.23,2986.99,10.388,"2026-05-02T11:59:36.502Z",79.157,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
79.411,2895.32,2668.96,3251.81,2986.83,10.396,"2026-05-02T11:59:36.502Z",79.411,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
79.665,2895.98,2669.52,3251.14,2986.29,10.397,"2026-05-02T11:59:36.502Z",79.665,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
79.92,2895.88,2669.28,3251.87,2986.74,10.386,"2026-05-02T11:59:36.502Z",79.92,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
80.174,2894.94,2668.41,3252.66,2987.42,10.385,"2026-05-02T11:59:36.502Z",80.174,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
80.428,2894.89,2668.33,3252.44,2987.37,10.388,"2026-05-02T11:59:36.502Z",80.428,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
80.682,2895.49,2668.64,3252.52,2987.43,10.38,"2026-05-02T11:59:36.502Z",80.682,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
80.936,2895.29,2668.21,3253.69,2988.42,10.37,"2026-05-02T11:59:36.502Z",80.936,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
81.191,2894.56,2667.66,3254.52,2989.25,10.375,"2026-05-02T11:59:36.502Z",81.191,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
81.445,2894.33,2667.65,3254.45,2989.37,10.387,"2026-05-02T11:59:36.502Z",81.445,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
81.699,2893.84,2667.21,3254.81,2989.87,10.392,"2026-05-02T11:59:36.502Z",81.699,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
81.953,2893.18,2666.29,3256.14,2991.01,10.38,"2026-05-02T11:59:36.502Z",81.953,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
82.207,2893.78,2666.44,3256.75,2991.57,10.367,"2026-05-02T11:59:36.502Z",82.207,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
82.462,2894.62,2667.23,3257.03,2991.69,10.364,"2026-05-02T11:59:36.502Z",82.462,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
82.716,2891.52,2665.2,3257.03,2992.28,10.407,"2026-05-02T11:59:36.502Z",82.716,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
82.97,2857.85,2639.69,3253.86,2993.95,10.709,"2026-05-02T11:59:36.502Z",82.97,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
83.224,2750.54,2551.39,3262.19,3010.63,11.316,"2026-05-02T11:59:36.502Z",83.224,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
83.478,2632.25,2445.82,3326.9,3076.5,11.626,"2026-05-02T11:59:36.502Z",83.478,2026-05-02 11:59:36.502,"2026-05-02 11:59","down"
83.733,2581.18,2393.53,3459.16,3194.67,11.348,"2026-05-02T11:59:36.502Z",83.267,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
83.987,2579.4,2383.88,3579.72,3295.28,10.795,"2026-05-02T11:59:36.502Z",83.013,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
84.241,2581.8,2382.9,3629.46,3334.49,10.519,"2026-05-02T11:59:36.502Z",82.759,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
84.495,2581.24,2381.9,3637.04,3340.02,10.466,"2026-05-02T11:59:36.502Z",82.505,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
84.749,2581.2,2382.21,3636.02,3339.11,10.479,"2026-05-02T11:59:36.502Z",82.251,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
85.004,2581.47,2382.17,3635.29,3338.6,10.473,"2026-05-02T11:59:36.502Z",81.996,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
85.258,2580.38,2381.11,3635.72,3339.07,10.473,"2026-05-02T11:59:36.502Z",81.742,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
85.512,2580.32,2381.03,3636.04,3339.45,10.474,"2026-05-02T11:59:36.502Z",81.488,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
85.766,2580.97,2381.36,3636.72,3340.02,10.463,"2026-05-02T11:59:36.502Z",81.234,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
86.02,2580.72,2381.02,3638.31,3341.18,10.452,"2026-05-02T11:59:36.502Z",80.98,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
86.275,2579.78,2380.43,3639.06,3341.88,10.462,"2026-05-02T11:59:36.502Z",80.725,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
86.529,2579.85,2380.52,3638.32,3341.8,10.478,"2026-05-02T11:59:36.502Z",80.471,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
86.783,2580.28,2380.8,3638.35,3342.16,10.482,"2026-05-02T11:59:36.502Z",80.217,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
87.037,2580.03,2380.47,3640.16,3343.68,10.475,"2026-05-02T11:59:36.502Z",79.963,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
87.291,2579.86,2380.32,3641.7,3345.05,10.474,"2026-05-02T11:59:36.502Z",79.709,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
87.546,2580.25,2380.97,3642.07,3345.58,10.489,"2026-05-02T11:59:36.502Z",79.454,2026-05-02 11:59:36.502,"2026-05-02 11:59","up"
