"LAF","ST","AST","REV-ST","REV-AST","TMP","start_time","depth_m","datetime","label","leg"
72.294,3080.78,2758.71,3700.9,3306.31,10.791,"2026-06-02T12:02:36.957Z",72.294,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
72.548,3078.95,2757.18,3701.51,3306.9,10.795,"2026-06-02T12:02:36.957Z",72.548,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
72.802,3078.86,2756.94,3700.42,3306.22,10.797,"2026-06-02T12:02:36.957Z",72.802,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
73.056,3079.53,2757.37,3699.69,3305.83,10.799,"2026-06-02T12:02:36.957Z",73.056,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
73.31,3079.36,2757.09,3700.21,3306.28,10.795,"2026-06-02T12:02:36.957Z",73.31,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
73.565,3079.26,2756.9,3700.81,3306.79,10.791,"2026-06-02T12:02:36.957Z",73.565,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
73.819,3079.91,2757.48,3701.53,3307.47,10.792,"2026-06-02T12:02:36.957Z",73.819,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
74.073,3079.61,2757.21,3703.14,3308.77,10.788,"2026-06-02T12:02:36.957Z",74.073,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
74.327,3078.26,2755.97,3704.45,3309.67,10.78,"2026-06-02T12:02:36.957Z",74.327,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
74.581,3078.21,2755.84,3704.15,3309.31,10.776,"2026-06-02T12:02:36.957Z",74.581,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
74.836,3078.97,2756.62,3703.76,3309.28,10.787,"2026-06-02T12:02:36.957Z",74.836,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
75.09,3077.68,2755.7,3704.51,3310.18,10.8,"2026-06-02T12:02:36.957Z",75.09,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
75.344,3074.98,2753.28,3704.63,3310.18,10.797,"2026-06-02T12:02:36.957Z",75.344,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
75.598,3074.75,2752.65,3703.43,3309.04,10.782,"2026-06-02T12:02:36.957Z",75.598,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
75.852,3076.38,2753.93,3703.41,3309.13,10.78,"2026-06-02T12:02:36.957Z",75.852,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
76.107,3075.91,2753.83,3705.46,3310.98,10.79,"2026-06-02T12:02:36.957Z",76.107,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
76.361,3074.23,2752.33,3706.75,3312.14,10.79,"2026-06-02T12:02:36.957Z",76.361,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
76.615,3074.45,2752.38,3706.27,3311.89,10.79,"2026-06-02T12:02:36.957Z",76.615,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
76.869,3075.05,2752.91,3706.57,3312.25,10.792,"2026-06-02T12:02:36.957Z",76.869,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
77.123,3073.41,2751.5,3707.91,3313.27,10.789,"2026-06-02T12:02:36.957Z",77.123,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
77.378,3071.97,2750.19,3707.52,3312.92,10.789,"2026-06-02T12:02:36.957Z",77.378,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
77.632,3072.75,2750.79,3705.69,3311.64,10.795,"2026-06-02T12:02:36.957Z",77.632,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
77.886,3072.83,2751.01,3705.28,3311.58,10.807,"2026-06-02T12:02:36.957Z",77.886,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
78.14,3070.64,2749.29,3705.78,3311.99,10.814,"2026-06-02T12:02:36.957Z",78.14,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
78.394,3069.6,2748.03,3705.01,3311.14,10.799,"2026-06-02T12:02:36.957Z",78.394,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
78.649,3070.66,2748.64,3704.08,3310.36,10.79,"2026-06-02T12:02:36.957Z",78.649,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
78.903,3070.7,2748.58,3704.98,3311.28,10.791,"2026-06-02T12:02:36.957Z",78.903,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
79.157,3069.05,2747.07,3706.22,3312.44,10.791,"2026-06-02T12:02:36.957Z",79.157,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
79.411,3068.69,2746.54,3705.83,3312.29,10.79,"2026-06-02T12:02:36.957Z",79.411,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
79.665,3069.77,2747.27,3705.33,3312.07,10.788,"2026-06-02T12:02:36.957Z",79.665,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
79.92,3069.28,2747.04,3706.33,3312.96,10.794,"2026-06-02T12:02:36.957Z",79.92,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
80.174,3067.52,2745.83,3707.18,3313.58,10.802,"2026-06-02T12:02:36.957Z",80.174,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
80.428,3066.8,2745.33,3706.76,3313.06,10.803,"2026-06-02T12:02:36.957Z",80.428,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
80.682,3066.97,2745.22,3706.57,3312.73,10.79,"2026-06-02T12:02:36.957Z",80.682,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
80.936,3066.48,2744.49,3707.38,3313.31,10.778,"2026-06-02T12:02:36.957Z",80.936,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
81.191,3065.79,2743.92,3707.97,3313.89,10.781,"2026-06-02T12:02:36.957Z",81.191,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
81.445,3066.15,2744.3,3708.05,3314.11,10.787,"2026-06-02T12:02:36.957Z",81.445,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
81.699,3066.69,2744.71,3708.59,3314.79,10.789,"2026-06-02T12:02:36.957Z",81.699,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
81.953,3066.46,2744.38,3709.57,3315.62,10.784,"2026-06-02T12:02:36.957Z",81.953,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
82.207,3067.35,2744.88,3709.7,3315.77,10.776,"2026-06-02T12:02:36.957Z",82.207,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
82.462,3069.45,2746.38,3709.9,3316.09,10.768,"2026-06-02T12:02:36.957Z",82.462,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
82.716,3067.67,2745.07,3710.51,3317.46,10.797,"2026-06-02T12:02:36.957Z",82.716,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
82.97,3037.18,2722.89,3708.79,3320.16,11.061,"2026-06-02T12:02:36.957Z",82.97,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
83.224,2928.15,2636.79,3719.93,3337.87,11.627,"2026-06-02T12:02:36.957Z",83.224,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
83.478,2795.26,2522.43,3785.96,3401.67,11.917,"2026-06-02T12:02:36.957Z",83.478,2026-06-02 12:02:36.957,"2026-06-02 12:02","down"
83.733,2731.27,2460.18,3911.47,3509.01,11.633,"2026-06-02T12:02:36.957Z",83.267,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
83.987,2726.07,2446.73,4018.95,3594.71,11.083,"2026-06-02T12:02:36.957Z",83.013,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
84.241,2728.83,2445.37,4061,3626.25,10.812,"2026-06-02T12:02:36.957Z",82.759,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
84.495,2727.65,2443.88,4066.82,3630.33,10.771,"2026-06-02T12:02:36.957Z",82.505,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
84.749,2726.86,2443.68,4065.23,3629.26,10.797,"2026-06-02T12:02:36.957Z",82.251,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
85.004,2726.27,2443.16,4064.41,3628.94,10.807,"2026-06-02T12:02:36.957Z",81.996,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
85.258,2723.85,2441.19,4064.81,3629.39,10.816,"2026-06-02T12:02:36.957Z",81.742,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
85.512,2722.62,2440.02,4064.37,3629.2,10.818,"2026-06-02T12:02:36.957Z",81.488,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
85.766,2723.06,2440.35,4063.85,3628.97,10.821,"2026-06-02T12:02:36.957Z",81.234,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
86.02,2723.79,2440.93,4064.78,3629.68,10.816,"2026-06-02T12:02:36.957Z",80.98,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
86.275,2723.99,2441.09,4065.99,3630.64,10.812,"2026-06-02T12:02:36.957Z",80.725,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
86.529,2725.18,2441.97,4066.36,3631.27,10.813,"2026-06-02T12:02:36.957Z",80.471,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
86.783,2726.35,2442.6,4067.42,3632.51,10.805,"2026-06-02T12:02:36.957Z",80.217,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
87.037,2725.43,2441.7,4070.01,3634.47,10.795,"2026-06-02T12:02:36.957Z",79.963,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
87.291,2723.94,2440.64,4071.5,3635.5,10.797,"2026-06-02T12:02:36.957Z",79.709,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
87.546,2723.91,2440.91,4070.82,3635.07,10.812,"2026-06-02T12:02:36.957Z",79.454,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
87.8,2724.02,2441.04,4070.62,3635.12,10.818,"2026-06-02T12:02:36.957Z",79.2,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
88.054,2722.56,2439.75,4071.49,3635.86,10.818,"2026-06-02T12:02:36.957Z",78.946,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
88.308,2721.48,2438.57,4071.3,3635.71,10.811,"2026-06-02T12:02:36.957Z",78.692,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
88.562,2721.76,2438.65,4070.65,3635.39,10.811,"2026-06-02T12:02:36.957Z",78.438,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
88.817,2721.41,2438.47,4071.48,3636.24,10.817,"2026-06-02T12:02:36.957Z",78.183,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
89.071,2720.24,2437.61,4072.52,3637.13,10.823,"2026-06-02T12:02:36.957Z",77.929,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
89.325,2720.73,2437.77,4072.44,3637.28,10.819,"2026-06-02T12:02:36.957Z",77.675,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
89.579,2722.15,2438.73,4073.31,3638.11,10.81,"2026-06-02T12:02:36.957Z",77.421,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
89.833,2721.56,2438.36,4075.99,3640.1,10.806,"2026-06-02T12:02:36.957Z",77.167,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
90.088,2719.37,2436.69,4077.45,3641.15,10.81,"2026-06-02T12:02:36.957Z",76.912,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
90.342,2718.85,2436.06,4076.42,3640.54,10.811,"2026-06-02T12:02:36.957Z",76.658,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
90.596,2719.5,2436.47,4075.95,3640.3,10.81,"2026-06-02T12:02:36.957Z",76.404,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
90.85,2718.55,2435.85,4077.27,3641.32,10.814,"2026-06-02T12:02:36.957Z",76.15,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
91.104,2717.25,2434.68,4077.71,3641.71,10.813,"2026-06-02T12:02:36.957Z",75.896,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
91.359,2717.82,2434.86,4076.72,3641.27,10.812,"2026-06-02T12:02:36.957Z",75.641,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
91.613,2718.35,2435.41,4077.15,3641.74,10.817,"2026-06-02T12:02:36.957Z",75.387,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
91.867,2716.96,2434.55,4078.68,3642.77,10.823,"2026-06-02T12:02:36.957Z",75.133,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
92.121,2715.49,2433.31,4078.46,3642.54,10.824,"2026-06-02T12:02:36.957Z",74.879,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
92.375,2715.64,2433.1,4077,3641.57,10.82,"2026-06-02T12:02:36.957Z",74.625,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
92.63,2715.62,2432.77,4076.93,3641.69,10.814,"2026-06-02T12:02:36.957Z",74.37,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
92.884,2714.15,2431.47,4077.72,3642.21,10.81,"2026-06-02T12:02:36.957Z",74.116,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
93.138,2712.89,2430.35,4077.05,3641.48,10.807,"2026-06-02T12:02:36.957Z",73.862,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
93.392,2712.99,2430.33,4075.78,3640.6,10.81,"2026-06-02T12:02:36.957Z",73.608,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
93.646,2713.06,2430.29,4076.03,3641.14,10.813,"2026-06-02T12:02:36.957Z",73.354,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
93.901,2712.61,2429.83,4077,3642,10.811,"2026-06-02T12:02:36.957Z",73.099,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
94.155,2712.93,2429.93,4076.77,3641.85,10.806,"2026-06-02T12:02:36.957Z",72.845,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
94.409,2713.89,2430.55,4076.66,3641.96,10.802,"2026-06-02T12:02:36.957Z",72.591,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
94.663,2713.75,2430.32,4078.22,3643.28,10.797,"2026-06-02T12:02:36.957Z",72.337,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
94.917,2712.69,2429.26,4079.53,3644.23,10.788,"2026-06-02T12:02:36.957Z",72.083,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
95.172,2712.44,2429.18,4079.35,3644.07,10.793,"2026-06-02T12:02:36.957Z",71.828,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
95.426,2712.89,2429.67,4079.55,3644.51,10.802,"2026-06-02T12:02:36.957Z",71.574,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
95.68,2712.3,2429.32,4081.09,3646.09,10.813,"2026-06-02T12:02:36.957Z",71.32,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
95.934,2711.79,2428.9,4082.27,3647.33,10.819,"2026-06-02T12:02:36.957Z",71.066,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
96.188,2712.53,2429.63,4082.6,3648,10.829,"2026-06-02T12:02:36.957Z",70.812,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
96.443,2712.91,2430.15,4083.76,3649.23,10.84,"2026-06-02T12:02:36.957Z",70.557,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
96.697,2711.55,2429.15,4085.21,3650.48,10.846,"2026-06-02T12:02:36.957Z",70.303,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
96.951,2710.56,2428.24,4084.93,3650.36,10.849,"2026-06-02T12:02:36.957Z",70.049,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
97.205,2711.14,2428.44,4083.82,3649.59,10.843,"2026-06-02T12:02:36.957Z",69.795,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
97.459,2711.11,2428.31,4084.12,3649.79,10.837,"2026-06-02T12:02:36.957Z",69.541,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
97.714,2709.82,2427.28,4084.96,3650.54,10.842,"2026-06-02T12:02:36.957Z",69.286,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
97.968,2709.42,2427.13,4084.73,3650.72,10.858,"2026-06-02T12:02:36.957Z",69.032,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
98.222,2710.16,2427.92,4084.89,3651.29,10.872,"2026-06-02T12:02:36.957Z",68.778,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
98.476,2709.65,2427.46,4086.93,3653.1,10.871,"2026-06-02T12:02:36.957Z",68.524,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
98.73,2708.16,2425.99,4088.88,3654.56,10.86,"2026-06-02T12:02:36.957Z",68.27,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
98.985,2708.47,2425.96,4089,3654.7,10.851,"2026-06-02T12:02:36.957Z",68.015,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
99.239,2709.95,2427.19,4089.71,3655.45,10.85,"2026-06-02T12:02:36.957Z",67.761,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
99.493,2709.75,2426.99,4092.24,3657.38,10.842,"2026-06-02T12:02:36.957Z",67.507,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
99.747,2708.58,2425.87,4093.43,3658.22,10.834,"2026-06-02T12:02:36.957Z",67.253,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
100.001,2708.89,2426.04,4092.64,3657.73,10.835,"2026-06-02T12:02:36.957Z",66.999,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
100.256,2709.86,2426.82,4093.05,3658.4,10.839,"2026-06-02T12:02:36.957Z",66.744,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
100.51,2709.73,2426.71,4095.18,3660.41,10.842,"2026-06-02T12:02:36.957Z",66.49,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
100.764,2709.28,2426.49,4096.32,3661.59,10.852,"2026-06-02T12:02:36.957Z",66.236,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
101.018,2710.02,2427.32,4096.38,3661.86,10.862,"2026-06-02T12:02:36.957Z",65.982,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
101.272,2710.73,2427.83,4097.63,3662.87,10.856,"2026-06-02T12:02:36.957Z",65.728,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
101.526,2709.82,2426.84,4099.38,3664.04,10.841,"2026-06-02T12:02:36.957Z",65.474,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
101.781,2709.32,2426.33,4099.36,3663.87,10.835,"2026-06-02T12:02:36.957Z",65.219,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
102.035,2710.04,2427.11,4098.77,3663.51,10.843,"2026-06-02T12:02:36.957Z",64.965,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
102.289,2709.79,2426.89,4099.71,3664.45,10.846,"2026-06-02T12:02:36.957Z",64.711,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
102.543,2707.86,2425.34,4100.25,3665.19,10.858,"2026-06-02T12:02:36.957Z",64.457,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
102.797,2707.1,2424.88,4098.46,3664.03,10.876,"2026-06-02T12:02:36.957Z",64.203,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
103.052,2708.21,2425.58,4096.98,3662.85,10.869,"2026-06-02T12:02:36.957Z",63.948,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
103.306,2708.38,2425.24,4097.93,3663.53,10.848,"2026-06-02T12:02:36.957Z",63.694,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
103.56,2707.14,2424,4099.39,3664.67,10.84,"2026-06-02T12:02:36.957Z",63.44,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
103.814,2707.13,2424.05,4099.64,3665.04,10.845,"2026-06-02T12:02:36.957Z",63.186,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
104.068,2708.16,2425.11,4100.57,3666.04,10.854,"2026-06-02T12:02:36.957Z",62.932,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
104.323,2707.75,2424.92,4102.98,3668.06,10.857,"2026-06-02T12:02:36.957Z",62.677,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
104.577,2706.52,2423.77,4103.92,3668.84,10.854,"2026-06-02T12:02:36.957Z",62.423,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
104.831,2706.84,2423.92,4102.79,3668.14,10.856,"2026-06-02T12:02:36.957Z",62.169,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
105.085,2708.1,2424.92,4102.96,3668.53,10.857,"2026-06-02T12:02:36.957Z",61.915,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
105.339,2707.95,2424.62,4105.36,3670.57,10.849,"2026-06-02T12:02:36.957Z",61.661,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
105.594,2707.09,2423.72,4107.22,3671.95,10.838,"2026-06-02T12:02:36.957Z",61.406,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
105.848,2707.04,2423.67,4107.59,3672.11,10.834,"2026-06-02T12:02:36.957Z",61.152,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
106.102,2706.65,2423.48,4108.35,3672.83,10.841,"2026-06-02T12:02:36.957Z",60.898,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
106.356,2705.36,2422.3,4109.36,3673.74,10.84,"2026-06-02T12:02:36.957Z",60.644,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
106.61,2704.85,2421.62,4108.85,3673.37,10.834,"2026-06-02T12:02:36.957Z",60.39,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
106.865,2705.47,2421.9,4108.01,3672.79,10.828,"2026-06-02T12:02:36.957Z",60.135,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
107.119,2705.17,2421.69,4108.74,3673.37,10.829,"2026-06-02T12:02:36.957Z",59.881,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
107.373,2703.88,2420.76,4109.65,3674,10.832,"2026-06-02T12:02:36.957Z",59.627,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
107.627,2703.56,2420.49,4109.42,3673.68,10.83,"2026-06-02T12:02:36.957Z",59.373,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
107.881,2703.92,2420.77,4109.43,3673.64,10.828,"2026-06-02T12:02:36.957Z",59.119,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
108.136,2703.28,2420.29,4110.42,3674.6,10.833,"2026-06-02T12:02:36.957Z",58.864,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
108.39,2702.38,2419.38,4110.83,3675.15,10.833,"2026-06-02T12:02:36.957Z",58.61,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
108.644,2702.7,2419.53,4110.45,3675.03,10.833,"2026-06-02T12:02:36.957Z",58.356,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
108.898,2703.23,2420.1,4111.26,3675.81,10.838,"2026-06-02T12:02:36.957Z",58.102,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
109.152,2702.46,2419.5,4112.94,3677.22,10.839,"2026-06-02T12:02:36.957Z",57.848,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
109.407,2701.53,2418.19,4113.12,3677.42,10.823,"2026-06-02T12:02:36.957Z",57.593,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
109.661,2701.8,2418.18,4112.21,3676.75,10.818,"2026-06-02T12:02:36.957Z",57.339,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
109.915,2701.99,2418.43,4112.61,3676.96,10.817,"2026-06-02T12:02:36.957Z",57.085,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
110.169,2700.75,2417.44,4113.67,3677.63,10.815,"2026-06-02T12:02:36.957Z",56.831,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
110.423,2699.63,2416.59,4113.05,3677.24,10.824,"2026-06-02T12:02:36.957Z",56.577,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
110.678,2699.76,2416.8,4111.76,3676.6,10.839,"2026-06-02T12:02:36.957Z",56.322,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
110.932,2699.47,2416.66,4112.32,3677.41,10.85,"2026-06-02T12:02:36.957Z",56.068,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
111.186,2698.29,2415.68,4113.28,3678.47,10.857,"2026-06-02T12:02:36.957Z",55.814,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
111.44,2698.37,2415.47,4112.54,3678.14,10.855,"2026-06-02T12:02:36.957Z",55.56,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
111.694,2699.6,2416.26,4112.35,3678.23,10.85,"2026-06-02T12:02:36.957Z",55.306,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
111.949,2699.29,2416.14,4114.38,3680.13,10.858,"2026-06-02T12:02:36.957Z",55.051,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
112.203,2697.72,2414.98,4115.99,3681.6,10.867,"2026-06-02T12:02:36.957Z",54.797,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
112.457,2697.81,2414.92,4115.66,3681.37,10.863,"2026-06-02T12:02:36.957Z",54.543,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
112.711,2698.91,2415.74,4116.06,3681.7,10.858,"2026-06-02T12:02:36.957Z",54.289,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
112.965,2697.9,2414.92,4118.34,3683.48,10.854,"2026-06-02T12:02:36.957Z",54.035,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
113.22,2695.76,2413.04,4119.11,3684.12,10.854,"2026-06-02T12:02:36.957Z",53.78,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
113.474,2695.89,2412.9,4117.46,3683.03,10.854,"2026-06-02T12:02:36.957Z",53.526,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
113.728,2697.09,2413.86,4117.11,3682.95,10.856,"2026-06-02T12:02:36.957Z",53.272,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
113.982,2696.11,2413.23,4119.03,3684.42,10.858,"2026-06-02T12:02:36.957Z",53.018,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
114.236,2694.23,2411.43,4119.73,3684.75,10.848,"2026-06-02T12:02:36.957Z",52.764,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
114.491,2693.87,2410.93,4118.42,3683.63,10.843,"2026-06-02T12:02:36.957Z",52.509,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
114.745,2694.04,2410.99,4117.96,3683.48,10.846,"2026-06-02T12:02:36.957Z",52.255,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
114.999,2693.03,2410.1,4118.87,3684.35,10.848,"2026-06-02T12:02:36.957Z",52.001,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
115.253,2692.06,2409.17,4118.98,3684.43,10.845,"2026-06-02T12:02:36.957Z",51.747,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
115.507,2692.27,2409.14,4118.15,3683.86,10.841,"2026-06-02T12:02:36.957Z",51.493,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
115.762,2692.17,2409.12,4118.37,3684.19,10.847,"2026-06-02T12:02:36.957Z",51.238,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
116.016,2691.14,2408.42,4119.49,3685.11,10.852,"2026-06-02T12:02:36.957Z",50.984,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
116.27,2690.84,2408.15,4119.8,3685.38,10.852,"2026-06-02T12:02:36.957Z",50.73,2026-06-02 12:02:36.957,"2026-06-02 12:02","up"
