"LAF","ST","AST","REV-ST","REV-AST","TMP","start_time","datetime","label","leg","depth_m","depth_ft"
13.828,3166.91,2850.67,3473.31,3105.81,11.345,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",5.828,19.12073552
14.082,3165.46,2845.53,3471.3,3098.9,11.094,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",6.082,19.95406888
14.336,3165.75,2842.4,3469.69,3093.6,10.89,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",6.336,20.78740224
14.59,3164.45,2838.99,3469.59,3090.38,10.739,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",6.59,21.6207356
14.845,3161.95,2835.53,3469.02,3087.14,10.63,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",6.845,22.4573498
15.099,3161.53,2834.02,3467.27,3083.49,10.54,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",7.099,23.29068316
15.353,3162.16,2833.37,3466.23,3081.26,10.469,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",7.353,24.12401652
15.607,3160.43,2831.49,3466.38,3080.58,10.437,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",7.607,24.95734988
15.861,3158.5,2829.73,3465.89,3079.75,10.426,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",7.861,25.79068324
16.116,3159.63,2830.34,3464.86,3078.77,10.412,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",8.116,26.62729744
16.37,3161.02,2831.58,3465.6,3079.37,10.41,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",8.37,27.4606308
16.624,3160.82,2831.69,3467.86,3081.39,10.419,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",8.624,28.29396416
16.878,3160.95,2832.05,3469.26,3082.93,10.434,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",8.878,29.12729752
17.132,3161.56,2833.2,3469.77,3083.81,10.463,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",9.132,29.96063088
17.387,3160.84,2833.81,3470.51,3085.1,10.517,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",9.387,30.79724508
17.641,3159.1,2833.73,3470.94,3086.61,10.591,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",9.641,31.63057844
17.895,3158.68,2833.89,3470.4,3087.47,10.643,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",9.895,32.4639118
18.149,3159.04,2834.15,3470,3088.09,10.668,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",10.149,33.29724516
18.403,3157.9,2833.04,3470.29,3088.91,10.681,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",10.403,34.13057852
18.658,3156.24,2831.46,3470.12,3089.02,10.685,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",10.658,34.96719272
18.912,3156.77,2831.72,3469.12,3088.39,10.686,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",10.912,35.80052608
19.166,3158.24,2833.27,3469.21,3088.72,10.699,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",11.166,36.63385944
19.42,3157.29,2833.15,3470.87,3090.3,10.724,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",11.42,37.4671928
19.674,3155.64,2832.05,3471.79,3091.24,10.738,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",11.674,38.30052616
19.929,3156.49,2832.39,3471.46,3091.22,10.733,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",11.929,39.13714036
20.183,3157.75,2833.32,3472.25,3092.25,10.736,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",12.183,39.97047372
20.437,3156.54,2832.95,3474.21,3094.22,10.763,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",12.437,40.80380708
20.691,3155.48,2832.37,3474.92,3095,10.778,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",12.691,41.63714044
20.945,3156.31,2833.02,3474.39,3094.9,10.785,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",12.945,42.4704738
21.2,3156.26,2833.3,3474.83,3095.77,10.808,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",13.2,43.307088
21.454,3154.29,2831.84,3475.9,3096.94,10.823,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",13.454,44.14042136
21.708,3153.44,2831.08,3475.62,3096.76,10.825,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",13.708,44.97375472
21.962,3154.74,2832.42,3474.87,3096.46,10.84,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",13.962,45.80708808
22.216,3154.81,2832.89,3475.51,3097.67,10.869,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",14.216,46.64042144
22.471,3152.86,2831.53,3476.29,3098.99,10.897,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",14.471,47.47703564
22.725,3152.16,2830.77,3475.48,3098.64,10.904,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",14.725,48.310369
22.979,3153.11,2831.28,3474.65,3097.87,10.892,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",14.979,49.14370236
23.233,3153.28,2830.99,3475.51,3098.29,10.87,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",15.233,49.97703572
23.487,3152.29,2829.77,3476.62,3098.91,10.85,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",15.487,50.81036908
23.742,3151.98,2829.36,3476.61,3098.63,10.839,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",15.742,51.64698328
23.996,3151.6,2829.19,3476.56,3098.31,10.837,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",15.996,52.48031664
24.25,3150.1,2828.16,3477.12,3098.66,10.842,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",16.25,53.31365
24.504,3149.31,2827.29,3477.08,3098.89,10.845,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",16.504,54.14698336
24.758,3150.26,2827.48,3476.71,3098.88,10.834,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",16.758,54.98031672
25.013,3150.06,2827.17,3477.52,3099.45,10.826,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",17.013,55.81693092
25.267,3148.11,2825.65,3478.56,3099.9,10.82,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",17.267,56.65026428
25.521,3147.73,2825.37,3478.14,3099.42,10.818,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",17.521,57.48359764
25.775,3149.7,2826.8,3477.82,3099.5,10.819,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",17.775,58.316931
26.029,3149.95,2826.84,3479.52,3101.22,10.819,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",18.029,59.15026436
26.284,3147.89,2825.26,3481.35,3102.81,10.826,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",18.284,59.98687856
26.538,3147.6,2824.94,3481.25,3102.69,10.823,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",18.538,60.82021192
26.792,3149.2,2826.03,3481.05,3102.58,10.814,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",18.792,61.65354528
27.046,3148.8,2825.63,3482.42,3103.94,10.817,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",19.046,62.48687864
27.3,3147.02,2824.14,3483.3,3104.83,10.823,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",19.3,63.320212
27.555,3147.47,2824.38,3482.47,3104.14,10.819,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",19.555,64.1568262
27.809,3149.3,2825.87,3482.47,3104.02,10.812,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",19.809,64.99015956
28.063,3148.89,2825.77,3484.4,3105.42,10.811,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",20.063,65.82349292
28.317,3147.11,2824.25,3485.66,3106.36,10.808,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",20.317,66.65682628
28.571,3146.94,2823.83,3485.11,3106.03,10.805,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",20.571,67.49015964
28.826,3147.97,2824.3,3484.77,3106.06,10.8,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",20.826,68.32677384
29.08,3148.01,2824.15,3485.85,3107.19,10.799,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",21.08,69.1601072
29.334,3146.74,2823.35,3487.04,3108.1,10.805,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",21.334,69.99344056
29.588,3146.21,2823.01,3487.35,3108.34,10.808,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",21.588,70.82677392
29.842,3145.92,2822.65,3487.41,3108.58,10.81,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",21.842,71.66010728
30.097,3144.88,2821.64,3487.4,3108.55,10.807,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",22.097,72.49672148
30.351,3143.91,2820.65,3486.89,3107.88,10.798,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",22.351,73.33005484
30.605,3143.94,2820.44,3486.53,3107.45,10.788,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",22.605,74.1633882
30.859,3143.2,2819.82,3486.87,3107.74,10.789,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",22.859,74.99672156
31.113,3141.22,2818.27,3486.85,3107.65,10.794,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",23.113,75.83005492
31.367,3140.75,2817.74,3485.84,3106.83,10.793,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",23.367,76.66338828
31.622,3142,2818.43,3485.51,3106.93,10.791,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",23.622,77.50000248
31.876,3141.72,2818.11,3486.85,3108.48,10.798,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",23.876,78.33333584
32.13,3140.37,2816.99,3488.02,3109.28,10.794,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",24.13,79.1666692
32.384,3140.52,2817.21,3487.87,3108.93,10.791,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",24.384,80.00000256
32.638,3141.47,2818.03,3488.26,3109.41,10.794,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",24.638,80.83333592
32.893,3140.91,2817.26,3489.9,3110.76,10.783,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",24.893,81.66995012
33.147,3139.34,2815.87,3490.51,3110.96,10.774,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",25.147,82.50328348
33.401,3139.61,2816.2,3489.69,3110.28,10.778,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",25.401,83.33661684
33.655,3140.8,2817,3489.99,3110.9,10.78,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",25.655,84.1699502
33.909,3139.97,2816.23,3491.87,3112.67,10.781,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",25.909,85.00328356
34.164,3138.58,2815.05,3493.03,3113.53,10.778,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",26.164,85.83989776
34.418,3138.96,2815.05,3493.09,3113.56,10.768,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",26.418,86.67323112
34.672,3138.98,2815.1,3493.57,3114.27,10.776,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",26.672,87.50656448
34.926,3137.14,2813.79,3494.28,3115.15,10.793,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",26.926,88.33989784
35.18,3136.32,2813.13,3493.83,3114.91,10.8,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",27.18,89.1732312
35.435,3137.63,2814.14,3493.06,3114.48,10.802,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",27.435,90.0098454
35.689,3138.47,2814.5,3493.82,3115.29,10.794,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",27.689,90.84317876
35.943,3137.91,2813.85,3495.42,3116.58,10.785,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",27.943,91.67651212
36.197,3137.94,2814.04,3496.25,3117.05,10.783,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",28.197,92.50984548
36.451,3138.67,2814.88,3496.7,3117.37,10.786,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",28.451,93.34317884
36.706,3138.06,2814.37,3497.63,3118.24,10.788,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",28.706,94.17979304
36.96,3136.9,2813.17,3497.99,3118.62,10.786,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",28.96,95.0131264
37.214,3136.86,2813.19,3497.21,3118.09,10.792,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",29.214,95.84645976
37.468,3136.79,2813.2,3496.9,3118.04,10.8,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",29.468,96.67979312
37.722,3135.25,2811.81,3497.75,3118.82,10.8,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",29.722,97.51312648
37.977,3133.98,2810.6,3498.17,3119.18,10.798,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",29.977,98.34974068
38.231,3134.76,2811.04,3497.89,3119.05,10.793,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",30.231,99.18307404
38.485,3135.76,2811.85,3498.49,3119.73,10.794,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",30.485,100.0164074
38.739,3135.12,2811.62,3499.82,3120.86,10.803,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",30.739,100.84974076
38.993,3134.77,2811.27,3500.12,3121.06,10.8,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",30.993,101.68307412
39.248,3135.14,2811.3,3499.64,3120.74,10.794,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",31.248,102.51968832
39.502,3134.27,2810.4,3499.83,3120.92,10.791,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",31.502,103.35302168
39.756,3132.24,2808.58,3499.95,3120.92,10.788,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",31.756,104.18635504
40.01,3131.48,2807.85,3499.04,3120.11,10.787,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",32.01,105.0196884
40.264,3131.8,2808.05,3498.31,3119.59,10.787,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",32.264,105.85302176
40.519,3131.11,2807.5,3498.72,3120.06,10.792,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",32.519,106.68963596
40.773,3129.91,2806.44,3499.18,3120.52,10.794,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",32.773,107.52296932
41.027,3130.19,2806.65,3499.24,3120.6,10.794,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",33.027,108.35630268
41.281,3131.15,2807.35,3499.94,3121.35,10.792,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",33.281,109.18963604
41.535,3130.99,2807.03,3501.49,3122.7,10.786,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",33.535,110.0229694
41.79,3130.37,2806.47,3502.38,3123.29,10.781,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",33.79,110.8595836
42.044,3130.9,2806.93,3502.42,3123.34,10.781,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",34.044,111.69291696
42.298,3131.34,2807.34,3503.21,3124.31,10.788,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",34.298,112.52625032
42.552,3129.86,2806.09,3504.79,3125.9,10.795,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",34.552,113.35958368
42.806,3128,2804.66,3505.32,3126.3,10.801,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",34.806,114.19291704
43.061,3128.02,2804.47,3504.59,3125.74,10.797,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",35.061,115.02953124
43.315,3128.83,2804.76,3504.62,3126.02,10.79,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",35.315,115.8628646
43.569,3128.37,2804.33,3505.78,3127.05,10.79,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",35.569,116.69619796
43.823,3127.48,2803.71,3506.57,3127.58,10.79,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",35.823,117.52953132
44.077,3127.72,2803.85,3506.96,3127.9,10.787,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",36.077,118.36286468
44.332,3127.86,2803.74,3507.82,3128.76,10.783,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",36.332,119.19947888
44.586,3126.98,2803.01,3508.52,3129.5,10.788,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",36.586,120.03281224
44.84,3126.76,2802.95,3508.24,3129.45,10.797,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",36.84,120.8661456
45.094,3127.31,2803.45,3508.06,3129.51,10.803,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",37.094,121.69947896
45.348,3126.76,2802.94,3508.97,3130.2,10.799,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",37.348,122.53281232
45.603,3125.16,2801.59,3509.82,3130.5,10.79,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",37.603,123.36942652
45.857,3124.54,2800.93,3509.74,3130.1,10.778,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",37.857,124.20275988
46.111,3124.33,2800.66,3509.63,3130.07,10.777,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",38.111,125.03609324
46.365,3122.85,2799.36,3509.71,3130.43,10.786,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",38.365,125.8694266
46.619,3121.54,2798.31,3509.04,3130.05,10.795,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",38.619,126.70275996
46.874,3122.22,2798.69,3508.04,3129.44,10.796,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",38.874,127.53937416
47.128,3123.05,2799.23,3508.26,3129.77,10.793,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",39.128,128.37270752
47.382,3122.34,2798.48,3509.12,3130.44,10.787,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",39.382,129.20604088
47.636,3121.86,2798.03,3509.04,3130.39,10.787,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",39.636,130.03937424
47.89,3122.64,2798.79,3508.9,3130.37,10.792,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",39.89,130.8727076
48.145,3122.51,2798.84,3510.18,3131.49,10.796,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",40.145,131.7093218
48.399,3120.51,2797.2,3511.7,3132.56,10.793,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",40.399,132.54265516
48.653,3119.2,2795.86,3511.84,3132.45,10.783,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",40.653,133.37598852
48.907,3119.49,2795.96,3511.27,3132.11,10.782,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",40.907,134.20932188
49.161,3119.52,2795.86,3511.43,3132.56,10.786,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",41.161,135.04265524
49.416,3118.55,2795.09,3511.65,3133.03,10.797,"2026-07-23T11:01:19.153Z",2026-07-23 08:01:19.153,"2026-07-23 08:01","down",41.416,135.87926944
